state,year,crime_group,crime_subgroup,cases_stolen,value_stolen,cases_recovered,value_recovered,source_dataset
Tripura,2008,Burglary - Property,3. Burglary,218,8867006,71,411025,property_stolen_and_recovered
Uttar Pradesh,2008,Burglary - Property,3. Burglary,4142,402284871,1182,294258481,property_stolen_and_recovered
Uttarakhand,2008,Burglary - Property,3. Burglary,376,17604646,144,3439522,property_stolen_and_recovered
West Bengal,2008,Burglary - Property,3. Burglary,462,26328271,109,9090647,property_stolen_and_recovered
Andaman & Nicobar Islands,2009,Burglary - Property,3. Burglary,86,4793680,29,2269980,property_stolen_and_recovered
Andhra Pradesh,2009,Burglary - Property,3. Burglary,7702,372576517,3416,106540830,property_stolen_and_recovered
Arunachal Pradesh,2009,Burglary - Property,3. Burglary,201,159726496,89,156360345,property_stolen_and_recovered
Assam,2009,Burglary - Property,3. Burglary,3149,56531036,445,12984924,property_stolen_and_recovered
Bihar,2009,Burglary - Property,3. Burglary,3566,55027421,329,4157497,property_stolen_and_recovered
Chandigarh,2009,Burglary - Property,3. Burglary,241,15450340,48,1786400,property_stolen_and_recovered
Chhattisgarh,2009,Burglary - Property,3. Burglary,3975,107702392,1278,23436476,property_stolen_and_recovered
Dadra & Nagar Haveli,2009,Burglary - Property,3. Burglary,43,4853240,13,1270375,property_stolen_and_recovered
Daman & Diu,2009,Burglary - Property,3. Burglary,33,7972502,7,3242500,property_stolen_and_recovered
Delhi,2009,Burglary - Property,3. Burglary,1733,252397901,521,30852082,property_stolen_and_recovered
Goa,2009,Burglary - Property,3. Burglary,283,33425540,71,7598920,property_stolen_and_recovered
Gujarat,2009,Burglary - Property,3. Burglary,4385,284188989,1269,54175506,property_stolen_and_recovered
Haryana,2009,Burglary - Property,3. Burglary,4077,157613697,1470,45697180,property_stolen_and_recovered
Himachal Pradesh,2009,Burglary - Property,3. Burglary,779,48552609,136,4198707,property_stolen_and_recovered
Jammu & Kashmir,2009,Burglary - Property,3. Burglary,1550,68121065,332,14636419,property_stolen_and_recovered
Jharkhand,2009,Burglary - Property,3. Burglary,1392,24899098,211,2696624,property_stolen_and_recovered
Karnataka,2009,Burglary - Property,3. Burglary,6629,463183202,1865,243264403,property_stolen_and_recovered
Kerala,2009,Burglary - Property,3. Burglary,3301,429911619,1186,246436586,property_stolen_and_recovered
Lakshadweep,2009,Burglary - Property,3. Burglary,1,300000,0,0,property_stolen_and_recovered
Madhya Pradesh,2009,Burglary - Property,3. Burglary,10661,243536207,3123,43077627,property_stolen_and_recovered
Maharashtra,2009,Burglary - Property,3. Burglary,15145,1039474153,4194,149327777,property_stolen_and_recovered
Manipur,2009,Burglary - Property,3. Burglary,68,6881996,2,120000,property_stolen_and_recovered
Meghalaya,2009,Burglary - Property,3. Burglary,135,3509319,40,873070,property_stolen_and_recovered
Mizoram,2009,Burglary - Property,3. Burglary,381,34010675,198,20729355,property_stolen_and_recovered
Nagaland,2009,Burglary - Property,3. Burglary,82,5215330,5,208400,property_stolen_and_recovered
Odisha,2009,Burglary - Property,3. Burglary,2937,201568864,1029,19859140,property_stolen_and_recovered
Puducherry,2009,Burglary - Property,3. Burglary,71,5541789,46,3401445,property_stolen_and_recovered
Punjab,2009,Burglary - Property,3. Burglary,2507,195157605,1017,66717698,property_stolen_and_recovered
Rajasthan,2009,Burglary - Property,3. Burglary,5022,257626988,1654,113439012,property_stolen_and_recovered
Sikkim,2009,Burglary - Property,3. Burglary,93,4691401,23,474910,property_stolen_and_recovered
Tamil Nadu,2009,Burglary - Property,3. Burglary,4221,187905915,2670,95741975,property_stolen_and_recovered
Tripura,2009,Burglary - Property,3. Burglary,230,6880296,56,1981425,property_stolen_and_recovered
Uttar Pradesh,2009,Burglary - Property,3. Burglary,4084,149793453,1070,48291629,property_stolen_and_recovered
Uttarakhand,2009,Burglary - Property,3. Burglary,276,14014734,127,4102913,property_stolen_and_recovered
West Bengal,2009,Burglary - Property,3. Burglary,329,26868906,70,2366488,property_stolen_and_recovered
Andaman & Nicobar Islands,2010,Burglary - Property,3. Burglary,80,1955919,34,657512,property_stolen_and_recovered
Andhra Pradesh,2010,Burglary - Property,3. Burglary,8126,455774882,4125,167645552,property_stolen_and_recovered
Arunachal Pradesh,2010,Burglary - Property,3. Burglary,211,13423241,68,5064245,property_stolen_and_recovered
Assam,2010,Burglary - Property,3. Burglary,3458,36025717,316,5554079,property_stolen_and_recovered
Bihar,2010,Burglary - Property,3. Burglary,3437,55766542,337,5194263,property_stolen_and_recovered
Chandigarh,2010,Burglary - Property,3. Burglary,236,13877193,86,2908560,property_stolen_and_recovered
Chhattisgarh,2010,Burglary - Property,3. Burglary,3711,107637049,1190,21946160,property_stolen_and_recovered
Dadra & Nagar Haveli,2010,Burglary - Property,3. Burglary,25,1563407,15,864969,property_stolen_and_recovered
Daman & Diu,2010,Burglary - Property,3. Burglary,27,4866090,7,608500,property_stolen_and_recovered
Delhi,2010,Burglary - Property,3. Burglary,1502,187493962,434,9959580,property_stolen_and_recovered
Goa,2010,Burglary - Property,3. Burglary,344,35912213,63,2767165,property_stolen_and_recovered
Gujarat,2010,Burglary - Property,3. Burglary,3850,280852404,1085,57003755,property_stolen_and_recovered
Haryana,2010,Burglary - Property,3. Burglary,4445,165957683,1442,46370810,property_stolen_and_recovered
Himachal Pradesh,2010,Burglary - Property,3. Burglary,743,61646681,131,16611843,property_stolen_and_recovered
Jammu & Kashmir,2010,Burglary - Property,3. Burglary,1385,61950557,325,12268021,property_stolen_and_recovered
Jharkhand,2010,Burglary - Property,3. Burglary,1357,30538107,230,5143505,property_stolen_and_recovered
Karnataka,2010,Burglary - Property,3. Burglary,6059,358763287,2053,190809043,property_stolen_and_recovered
Kerala,2010,Burglary - Property,3. Burglary,2468,232893329,956,93602702,property_stolen_and_recovered
Lakshadweep,2010,Burglary - Property,3. Burglary,3,25000,1,13000,property_stolen_and_recovered
Madhya Pradesh,2010,Burglary - Property,3. Burglary,9897,283085880,3092,57395236,property_stolen_and_recovered
Maharashtra,2010,Burglary - Property,3. Burglary,15724,1330713671,4536,195337676,property_stolen_and_recovered
Manipur,2010,Burglary - Property,3. Burglary,66,4992852,2,12660,property_stolen_and_recovered
Meghalaya,2010,Burglary - Property,3. Burglary,154,4513197,36,562599,property_stolen_and_recovered
Mizoram,2010,Burglary - Property,3. Burglary,425,6957888,309,2942515,property_stolen_and_recovered
Nagaland,2010,Burglary - Property,3. Burglary,62,10350604,12,231350,property_stolen_and_recovered
Odisha,2010,Burglary - Property,3. Burglary,2855,160459113,1194,20486035,property_stolen_and_recovered
Puducherry,2010,Burglary - Property,3. Burglary,72,3593876,44,1855074,property_stolen_and_recovered
Punjab,2010,Burglary - Property,3. Burglary,2660,191928824,1275,56491870,property_stolen_and_recovered
Rajasthan,2010,Burglary - Property,3. Burglary,4454,222873182,1513,104650678,property_stolen_and_recovered
Sikkim,2010,Burglary - Property,3. Burglary,72,5633540,16,257190,property_stolen_and_recovered
Tamil Nadu,2010,Burglary - Property,3. Burglary,4715,247787824,2953,120836243,property_stolen_and_recovered
Tripura,2010,Burglary - Property,3. Burglary,217,5192214,37,975680,property_stolen_and_recovered
Uttar Pradesh,2010,Burglary - Property,3. Burglary,4073,231223128,1174,68265034,property_stolen_and_recovered
Uttarakhand,2010,Burglary - Property,3. Burglary,294,19245615,135,4352459,property_stolen_and_recovered
West Bengal,2010,Burglary - Property,3. Burglary,388,35775423,115,12437625,property_stolen_and_recovered
Andaman & Nicobar Islands,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,10,1226967,1,80000,property_stolen_and_recovered
Andhra Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,316,45128264,40,3301479,property_stolen_and_recovered
Arunachal Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,41,31448136,4,640000,property_stolen_and_recovered
Assam,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,374,18282901,37,1972335,property_stolen_and_recovered
Bihar,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,922,7779882,88,1340911,property_stolen_and_recovered
Chandigarh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,26,1433500,18,1288000,property_stolen_and_recovered
Chhattisgarh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,147,13069226,52,1672704,property_stolen_and_recovered
Dadra & Nagar Haveli,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,13,5411354,10,3702374,property_stolen_and_recovered
Daman & Diu,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,5,6773576,2,910000,property_stolen_and_recovered
Delhi,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,479,177836353,147,9238685,property_stolen_and_recovered
Goa,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,20,86629777,7,1720400,property_stolen_and_recovered
Gujarat,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1348,269095652,559,41218510,property_stolen_and_recovered
Haryana,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,530,23718405,411,12296549,property_stolen_and_recovered
Himachal Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,59,10484933,20,5601360,property_stolen_and_recovered
Jammu & Kashmir,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,82,1965260,11,199260,property_stolen_and_recovered
Jharkhand,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,153,1875873,29,105400,property_stolen_and_recovered
Karnataka,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,427,80193976,102,11233753,property_stolen_and_recovered
Kerala,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,279,48659235,43,5203538,property_stolen_and_recovered
Lakshadweep,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,3500,1,3500,property_stolen_and_recovered
Madhya Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,481,18436467,255,8389128,property_stolen_and_recovered
Maharashtra,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1436,876305582,705,234006060,property_stolen_and_recovered
Manipur,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,33,8330692,0,0,property_stolen_and_recovered
Meghalaya,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,19,524350,2,16320,property_stolen_and_recovered
Mizoram,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,22,2791842,14,1137145,property_stolen_and_recovered
Nagaland,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,3,301800,1,1800,property_stolen_and_recovered
Odisha,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,224,28749939,69,1508259,property_stolen_and_recovered
Puducherry,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,5,147466,2,41231,property_stolen_and_recovered
Punjab,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,368,104353118,364,71040117,property_stolen_and_recovered
Rajasthan,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,626,4359322,235,3514853,property_stolen_and_recovered
Sikkim,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,16000,0,0,property_stolen_and_recovered
Tamil Nadu,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,313,97624833,100,7122903,property_stolen_and_recovered
Tripura,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4,842171,3,13000,property_stolen_and_recovered
Uttar Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,991,67340444,327,22736775,property_stolen_and_recovered
Uttarakhand,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,171,35494787,2,26000,property_stolen_and_recovered
West Bengal,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,486,25812306,124,8830089,property_stolen_and_recovered
Andaman & Nicobar Islands,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4,617295,0,0,property_stolen_and_recovered
Andhra Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,382,67143584,104,6462978,property_stolen_and_recovered
Arunachal Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,23,2858359,10,1258813,property_stolen_and_recovered
Assam,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,558,15255432,82,1926211,property_stolen_and_recovered
Bihar,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1214,20655871,41,1128419,property_stolen_and_recovered
Chandigarh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,35,1041146,18,676746,property_stolen_and_recovered
Chhattisgarh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,92,59050808,58,1177815,property_stolen_and_recovered
Dadra & Nagar Haveli,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,12,6528920,5,1724650,property_stolen_and_recovered
Daman & Diu,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,5,1901559,3,652796,property_stolen_and_recovered
Delhi,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,444,62427472,141,4331616,property_stolen_and_recovered
Goa,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,16,5408663,1,100850,property_stolen_and_recovered
Gujarat,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1188,1062403379,500,28577528,property_stolen_and_recovered
Haryana,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,524,27012212,393,15305302,property_stolen_and_recovered
Himachal Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,67,10117525,11,1663215,property_stolen_and_recovered
Jammu & Kashmir,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,91,1279159,11,441846,property_stolen_and_recovered
Jharkhand,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,333,5899913,53,1276520,property_stolen_and_recovered
Karnataka,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,393,80055435,140,28076132,property_stolen_and_recovered
Kerala,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,252,114314061,42,4000315,property_stolen_and_recovered
Lakshadweep,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0,property_stolen_and_recovered
Madhya Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,507,39092766,263,10528504,property_stolen_and_recovered
Maharashtra,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1392,5101900126,646,648696113,property_stolen_and_recovered
Manipur,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,28,2382688,1,20000,property_stolen_and_recovered
Meghalaya,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8,135060,2,81550,property_stolen_and_recovered
Mizoram,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,26,8967246,8,2025665,property_stolen_and_recovered
Nagaland,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,10,1034675,4,429180,property_stolen_and_recovered
Odisha,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,202,25525237,65,2505000,property_stolen_and_recovered
Puducherry,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,11,2742428,1,6000,property_stolen_and_recovered
Punjab,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,373,202509917,367,116744790,property_stolen_and_recovered
Rajasthan,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,383,7165730,224,6849508,property_stolen_and_recovered
Sikkim,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,100000,1,51980,property_stolen_and_recovered
Tamil Nadu,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,82,42418431,18,2582857,property_stolen_and_recovered
Tripura,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,12,1602920,0,0,property_stolen_and_recovered
